age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
,Private,38,25,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Education,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,1,3,Joint both under 65,Not in universe,South Dakota,Spouse of householder,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Nonfiler,Not in universe,Maine,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
, Private,3,36, 9th grade,523, Not in universe, Married-A F spouse present, Private household services, Precision production craft & repair, White, Mexican (Mexicano), Male, Not in universe, Other job loser, Full-time schedules,3,0,9, Joint both under 65, Not in universe,Montana, Child 18+ ever marr Not in a subfamily, Householder, Not in universe under 1 year old,2, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
, Private,29,2, Some college but no degree,0, Not in universe, Married-civilian spouse present, Social services, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,9,0,6, Joint one under 65 & one 65+, Not in universe,Michigan, Householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
,Private,32,31,High school graduate,0,Not in universe,Married-civilian spouse present,Wholesale trade,Other service,White,All other,Male,Not in universe,Re-entrant,Full-time schedules,7,0,3,Joint both under 65,Not in universe,Nevada,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,26,95,0
,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,3,Joint both under 65,Not in universe,New York,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,2, Nonfiler, Not in universe,Montana, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Not in universe,0,0,7th and 8th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,2,0,2,Nonfiler,Not in universe,Illinois,Other Rel 18+ never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,2,0,7,Nonfiler,Not in universe,Nevada,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
,Not in universe,0,0,High school graduate,0,College or university,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,2,0,11,Single,Not in universe,Iowa,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,11,95,0
,Private,33,26,10th grade,0,Not in universe,Married-civilian spouse present,Retail trade,Adm support including clerical,White,Puerto Rican,Female,Not in universe,Re-entrant,Children or Armed Forces,8,0,6,Joint both under 65,Not in universe,Minnesota,Spouse of householder,Spouse of householder,Yes,0,Not in universe,Ecuador,El-Salvador,United-States,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
, Private,42,30, High school graduate,0, Not in universe, Never married, Personal services except private HH, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,4,0,6, Single, Not in universe,Oregon, Nonfamily householder, Other relative of householder, Not in universe under 1 year old,2, Not in universe,Greece, United-States, United-States, Native- Born in the United States,0, Not in universe,2,30,95,0
,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,1,7,Joint one under 65 & one 65+,Not in universe,Minnesota,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,14,0,0,Joint both 65+,Not in universe,Louisiana,Householder,Householder,Yes,0,Not in universe,,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
,Private,30,25,Some college but no degree,0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Other service,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Joint both under 65,Not in universe,New York,Spouse of householder,Spouse of householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born abroad of American Parent(s),0,Not in universe,2,52,94,1
, Private,13,38, High school graduate,1934, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male,Yes, Not in universe, PT for econ reasons usually PT,6,0,4, Joint both under 65, Not in universe,Wisconsin, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
, Private,33,26, 11th grade,0, Not in universe, Never married, Retail trade, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,2, Single, Not in universe,North Dakota, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
,Not in universe,0,0,9th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,5664,Joint one under 65 & one 65+,Not in universe,Kentucky,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
,Private,36,35, 1st 2nd 3rd or 4th grade,0,Not in universe,Married-civilian spouse present,Utilities and sanitary services,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Joint both under 65,Not in universe,Alabama,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
,Not in universe,0,0,9th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,PT for econ reasons usually FT,0,0,1,Nonfiler,Not in universe,South Dakota,Other Rel <18 never marr child of subfamily RP,Other relative of householder,Not in universe under 1 year old,0,Not in universe,South Korea,,South Korea,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,7,Joint both under 65,Northeast,Hawaii,Householder,Householder,No,0,Not in universe,Cuba,,United-States,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,94,1
, Private,4,17, High school graduate,0, Not in universe, Married-civilian spouse present, Agriculture, Executive admin and managerial, White, Chicano, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,5,0,147, Joint both under 65, Not in universe,Oregon, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,48,95,0
,Not in universe,0,0,Some college but no degree,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,6,Joint one under 65 & one 65+,Not in universe,Nebraska,Householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,No,2,0,95,0
,Private,35,0,High school graduate,0,Not in universe,Never married,Retail trade,Sales,White,All other,Female,Not in universe, Job leaver,Unemployed full-time,0,0,7,Single,Not in universe,Vermont,Spouse of householder,Child 18 or older,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,10,95,0
, Private,13,2, High school graduate,1525, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, No, Not in universe, Children or Armed Forces,7,0,10, Joint both under 65, Midwest,Kentucky, Secondary individual, Householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
