age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
26, Private,44,24, Some college but no degree,0, Not in universe, Married-civilian spouse present, Transportation, Adm support including clerical, White, All other, Female, Yes, Not in universe, Children or Armed Forces,0,0,12, Joint both under 65, Not in universe,California, Spouse of householder, Spouse of householder, No,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,40,94,0
47,Private,22,3,High school graduate,0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,4,Joint both under 65,Not in universe,Michigan,Householder,Householder,Yes,6,Not in universe,United-States,United-States,Columbia,Native- Born in the United States,0,Not in universe,2,52,94,0
47, Federal government,30,27, High school graduate,0, Not in universe, Widowed, Transportation, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,6, Single, Not in universe,Nevada, Nonfamily householder, Householder, Yes,6, Not in universe, United-States, Canada, United-States, Native- Born in the United States,0, Not in universe,1,52,94,0
29, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,11, Joint one under 65 & one 65+, Not in universe,Indiana, Spouse of householder, Spouse of householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
0, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,2, Nonfiler, Not in universe,Washington, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
73, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Black,Cuban, Female, Not in universe, Not in universe, Children or Armed Forces,11,0,7, Nonfiler, Not in universe,Colorado, Householder, Householder, Yes,0, Not in universe, ?, Taiwan, Puerto-Rico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
34,Federal government,29,2,High school graduate,1,Not in universe,Married-civilian spouse present,Transportation,Transportation and material moving,White,,Male, Yes,Not in universe,Children or Armed Forces,0,0,6,Joint both under 65,Not in universe,Minnesota,Householder,Householder,Yes,6,Not in universe,Columbia,Guatemala,Nicaragua,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
17, Private,10,36, 12th grade no diploma,1540, Not in universe, Never married, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Male, No, Not in universe, Children or Armed Forces,8,0,10, Single, Not in universe,South Dakota, Secondary individual, Nonrelative of householder, No,5, Not in universe, United-States, United-States, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,1
16, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Other, Central or South American, Female, Not in universe, Not in universe, Not in labor force,8,0,5, Nonfiler, Not in universe,Louisiana, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Puerto-Rico, Puerto-Rico, ?, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
52, Self-employed-incorporated,36,17, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Private household services, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,4,0,4, Joint both under 65, Not in universe,Texas, Householder, Householder, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,7, Nonfiler, Not in universe,Texas, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
29, Private,33,24, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Retail trade, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,3,0,9, Joint both under 65, Not in universe,New Jersey, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
65,Private,33,26,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,0,Joint both under 65,Not in universe,West Virginia,Spouse of householder,Child 18 or older,Yes,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
58, Private,42,17, High school graduate,0, Not in universe, Married-civilian spouse present, Other professional services, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,2,0,5, Joint both under 65, Not in universe,Nevada, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,9,0,9, Nonfiler, Not in universe,Montana, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
53,Not in universe,0,0,10th grade,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,7,Joint both 65+,Not in universe,North Dakota,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,0,95,0
35, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,5, Joint both under 65, Not in universe,Delaware, Spouse of householder, Spouse of householder, Yes,0, Not in universe,Jamaica, Hungary, Hungary, Foreign born- Not a citizen of U S ,0, Not in universe,2,38,94,0
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,7,0,4, Nonfiler, Not in universe,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, Nicaragua, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
19,Federal government,49,2,High school graduate,1,College or university,Never married,Public administration,Adm support including clerical,White,All other,Male, Yes,Not in universe,Children or Armed Forces,0,0,5,Single,Not in universe,Minnesota,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,6,Not in universe,Italy,Vietnam,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
64, Private,43,35, 10th grade,0, Not in universe, Never married, Retail trade, Other service, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Single, Not in universe,Vermont, Nonfamily householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,39,94,0
55,Private,30,34,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Precision production craft & repair,White,Central or South American,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,3,0,6,Single,Not in universe,Iowa,Householder,Householder,Yes,2,Not in universe,England,Columbia,India,Foreign born- Not a citizen of U S,0,Not in universe,2,52,94,0
17, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,4,0,1, Nonfiler, South,California, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
16, Private,32,27, 11th grade,0, Not in universe, Never married, Retail trade, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Nonfiler, Not in universe,Connecticut, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,94,0
12,Private,42,25,10th grade,0,College or university,Never married,Social services,Other service,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,9,Single,Midwest,Alaska,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
