age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
80,Not in universe,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,18,0,5,Nonfiler,Not in universe,Kansas,Nonfamily householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
54,Private,33,16,High school graduate,748,Not in universe,Separated,Retail trade,Sales,White,Puerto Rican,Male,No,Not in universe,Children or Armed Forces,4,0,8,Joint both under 65,Not in universe,South Carolina,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
25,Private,29,24,Some college but no degree,0,Not in universe,Divorced,Public administration,Adm support including clerical,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Single,Not in universe,Virginia,Nonfamily householder,Householder,Yes,6,Not in universe,England,Greece,Columbia,Native- Born in Puerto Rico or U S Outlying,0,Not in universe,2,52,94,0
60,State government,29,0,Some college but no degree,0,Not in universe,Married-civilian spouse present,Not in universe or children,Protective services,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,6,Joint both under 65,Not in universe,Texas,Householder,Householder,No,3,Not in universe, Scotland,England,China,Foreign born- Not a citizen of U S,0,Not in universe,2,25,95,0
27, Self-employed-incorporated,0,0, 5th or 6th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Not in labor force,9,0,6, Joint both under 65, Not in universe,Massachusetts, Householder, Householder, Not in universe under 1 year old,0, Not in universe, India, India, Hong Kong, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,0
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Nonfiler, Not in universe,Tennessee, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
59, State government,42,14, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Mining, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,0, Joint both under 65, South,Nebraska, Householder, Householder, No,3, Not in universe, Poland, India, Italy, Foreign born- U S citizen by naturalization,2, Not in universe,2,52,94,0
60,Private,30,35,High school graduate,1629,Not in universe,Married-civilian spouse present,Manufacturing-nondurable goods,Precision production craft & repair,White,Do not know,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,5,Joint both under 65,Not in universe,Nevada,Householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
51, Private,43,26, Some college but no degree,506, Not in universe, Married-civilian spouse present, Business and repair services, Other service, White, All other, Female, No, Not in universe, Full-time schedules,7,0,10, Joint both under 65, Not in universe,Vermont, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
53,Private,13,3,High school graduate,0,Not in universe,Married-civilian spouse present,Business and repair services,Executive admin and managerial,White,All other,Male,Yes,Not in universe,Full-time schedules,0,0,0,Joint both under 65,Not in universe,Arkansas,Householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
58,Not in universe,0,0,Associates degree-occup /vocational,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,1,3,Nonfiler,Not in universe,California,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
17,Private,41,9,Associates degree-occup /vocational,0,Not in universe,Widowed,Education,Technicians and related support,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,1,7,Nonfiler,Not in universe,Missouri,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,South Korea,United-States,United-States,Native- Born in the United States,0,Not in universe,2,4,95,0
71, Private,36,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,182, Joint both under 65, Not in universe,Oklahoma, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
42,Not in universe,36,25,Some college but no degree,0,Not in universe,Married-civilian spouse present,Business and repair services,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Joint both under 65,South,Tennessee,Spouse of householder,Spouse of householder,No,1,Not in universe,China,China,Vietnam,Foreign born- Not a citizen of U S,0,Not in universe,2,12,94,0
78,Not in universe,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,Cuban,Female,Not in universe,Not in universe,Not in labor force,6,0,0,Nonfiler,Not in universe,Colorado,Householder,Householder,Not in universe under 1 year old,0,Not in universe,Germany,Canada,England,Native- Born in the United States,0,Not in universe,2,0,95,0
22,Not in universe,32,0,High school graduate,0,College or university,Married-civilian spouse present,Not in universe or children,Sales,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Head of household,West,Michigan,Householder,Householder,No,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,19,94,1
2,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,6,0,1,Nonfiler,Not in universe,South Dakota,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,Cuba,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,7, Nonfiler, Not in universe,Kentucky, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
73,Private,30,40,High school graduate,0,Not in universe,Married-civilian spouse present,Manufacturing-nondurable goods,Precision production craft & repair,White,All other,Male,Not in universe,Job loser - on layoff,Children or Armed Forces,9,0,0,Joint both under 65,Not in universe,Pennsylvania,Householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,38,94,0
34,Private,33,26,10th grade,0,Not in universe,Married-civilian spouse present,Retail trade,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,1,1,4,Joint both under 65,Not in universe,Oregon,Spouse of householder,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,4,94,0
4,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,5,0,4,Nonfiler,Not in universe,Mississippi,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,,Peru,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
26,Not in universe,42,25,Some college but no degree,0,Not in universe,Divorced,Not in universe or children,Adm support including clerical,Black, NA,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Head of household,South,Arizona,Child <18 never marr RP of subfamily,Other relative of householder,No,0,Not in universe,England,El-Salvador,Trinadad&Tobago,Native- Born abroad of American Parent(s),0,Not in universe,2,0,94,0
44, Private,29,28, High school graduate,1, Not in universe, Married-civilian spouse present, Retail trade, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,9,0,5, Joint both under 65, Not in universe,Alaska, Householder, Householder, Yes,6, Not in universe, Yugoslavia,Hong Kong, Canada, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
39, Private,39,25, High school graduate,0, Not in universe, Married-civilian spouse present, Business and repair services, Protective services, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,5, Joint both under 65, Not in universe,Hawaii, Spouse of householder, Spouse of householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
35,Private,42,25,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Private household services,Adm support including clerical,White, Cuban,Female,Not in universe,Not in universe,Full-time schedules,0,0,7,Joint both under 65,Not in universe,Idaho,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,Mexico,United-States,United-States,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
49,Private,32,2,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Wholesale trade,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Full-time schedules,14434,1,2051,Joint both under 65,Not in universe,Minnesota,Householder,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,49,95,1
