age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
22, Private,3,37, High school graduate,0, Not in universe, Never married,  consTruction, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,8,0,5, Joint both under 65, Not in universe,Nevada, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
64, Private,33,16, High school graduate,0, Not in universe, Married-civilian spouse present,  retaIl tRade, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,5, Joint both under 65, Not in universe,Missouri, Householder, Householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,94,0
22,Private,24,27,Associates degree-occup /vocational,0,Not in universe,Married-civilian spouse present, manufactUring-nondurable goOds,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,0,6,Joint both under 65,Not in universe,Utah,Spouse of householder,Child 18 or older,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
31,Private,32,16,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, businEss aNd rEpair servicEs,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7467,0,8,Joint both under 65,Not in universe,North Carolina,Householder,Householder,Yes,6,Not in universe,Columbia,Italy,United-States,Foreign born- Not a citizen of U S,0,Not in universe,2,52,94,1
31,Local government,42,12,High school graduate,0,Not in universe,Divorced, entErtainment,Technicians and related support,White,All other,Male,Not in universe,Job loser - on layoff,Children or Armed Forces,0,0,5,Single,Not in universe,Alabama,Nonfamily householder,Child 18 or older,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
53, Not in universe,0,0, 10th grade,0, Not in universe, Never married,  nOt In uNiverse Or chiLdren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,0, Nonfiler, Northeast,Florida, Secondary individual, Nonrelative of householder, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
31,Private,11,2,Some college but no degree,0,Not in universe,Separated, maNufacturing-durable gOods,Executive admin and managerial,White,Central or South American,Female,Not in universe,Not in universe,Full-time schedules,0,0,0,Single,Not in universe,Ohio,Secondary individual,Householder,Yes,6,Not in universe,India,Greece,China,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
52,Not in universe,0,0,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Widowed, nOt In univErse Or cHildren,Not in universe,Amer Indian Aleut or Eskimo,All other,Male,Not in universe,New entrant,Not in labor force,0,0,5,Nonfiler,Not in universe,Arkansas,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe, Italy,Peru, Ecuador,Foreign born- U S citizen by naturalization,2,Not in universe,2,52,95,0
50, Not in universe,29,0, High school graduate,1, Not in universe, Married-civilian spouse present,  nOt In univerSe Or chiLdren, Transportation and material moving, Amer Indian Aleut or Eskimo, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,7, Joint both under 65, Northeast,Utah, Householder, Householder, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,94,0
9, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univeRse Or chiLdren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,0, Nonfiler, Not in universe,Connecticut, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Mother only present, Columbia, Peru, Greece, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
64,Private,30,13,Prof school degree (MD DDS DVM LLB JD),1833,Not in universe,Married-civilian spouse present, transPortation,Technicians and related support,White,All other,Male,Yes,Not in universe,Full-time schedules,0,0,0,Joint both under 65,Not in universe,West Virginia,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,39,95,0
23,Not in universe,0,0,Some college but no degree,0,High school,Never married, nOt In univerSe Or chIldren,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Nonfiler,Midwest,Nevada,Child <18 never marr not in subfamily,Child under 18 never married,No,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,12,94,0
56, Private,50,2, High school graduate,0, Not in universe, Married-civilian spouse present,  manufActuring-durable goOds, Executive admin and managerial, White,Chicano, Female, Not in universe, Not in universe, Full-time schedules,3,0,4, Joint both under 65, Not in universe,Alabama, Householder, Householder, Not in universe under 1 year old,5, Not in universe, Mexico, Mexico, El-Salvador, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
0, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In uNiverse Or chilDren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,12,0,3, Nonfiler, Not in universe,Kentucky, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
67,Not in universe,0,0,Associates degree-academic program,0,Not in universe,Married-civilian spouse present, nOt In univErse Or childrEn,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,West,Nevada,Spouse of householder,Spouse of householder,No,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
8, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univeRse Or childrEn, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,2, Nonfiler, Not in universe,New Hampshire, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
17, Private,33,19, 10th grade,0, High school, Never married,  rEtail tRade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,6, Single, Not in universe,Idaho, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,12,95,0
59,Private,3,36,10th grade,0,Not in universe,Married-civilian spouse present, consTruction,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Joint both under 65,Not in universe,Oklahoma,Householder,Householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,41,94,0
22,Not in universe,0,0,High school graduate,0,Not in universe,Never married, nOt In unIverse Or chilDren,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,7,Nonfiler,South,Iowa,Child <18 never marr not in subfamily,Child 18 or older,No,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,19,94,0
32, Private,42,0, High school graduate,0, Not in universe, Widowed,  sociAl serviCes, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,2, Head of household, Not in universe,West Virginia, Nonfamily householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,40,94,0
1,Not in universe,0,0,Children,1,Not in universe,Never married, nOt In unIverse Or childrEn,Not in universe,Asian or Pacific Islander,All other,Female,Not in universe,Not in universe,Children or Armed Forces,10,0,7,Nonfiler,Not in universe,California,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
53, Private,5,35, 9th grade,821, Not in universe, Never married, privaTe hOusehold sErvices, Precision production craft & repair, White, Mexican (Mexicano), Male, No, Not in universe, Full-time schedules,7,0,5, Single, Not in universe,Wisconsin, Nonfamily householder, Householder, Not in universe under 1 year old,5, Not in universe, El-Salvador, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
26,Not in universe,0,0,10th grade,0,High school,Never married, nOt In univErse Or chilDren,Not in universe,White,All other,Male,Not in universe,New entrant,Children or Armed Forces,6,0,4,Nonfiler,Not in universe,South Carolina,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
3, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In uNiverse Or childRen, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Nonfiler, Not in universe,Missouri, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
20, Private,33,26, Some college but no degree,493, Not in universe, Never married,  retaIl traDe, Other service, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,11, Head of household, Not in universe,Nevada, Householder, Child 18 or older, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,0
12,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uNiverse Or chilDren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,0,Nonfiler,Not in universe,Missouri,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
55, Private,36,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present,  minIng, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,1,2466, Joint both under 65, Not in universe,Missouri, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
